"customer_id","total_rfm_score","rfm_category_combination","customer_segment"
"15320",5,"311","NEW CUSTOMERS"
"15319",4,"211","CHURNED CUSTOMER"
"15318",6,"411","NEW CUSTOMERS"
"15317",3,"111","CHURNED CUSTOMER"
"15316",4,"211","CHURNED CUSTOMER"
"15315",7,"322","POTENTIAL CHURNERS"
"15314",6,"222","POTENTIAL CHURNERS"
"15313",4,"211","CHURNED CUSTOMER"
"15312",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15311",12,"444","LOYAL"
"15310",5,"113","CANNOT BE DEFINED"
"15309",6,"132","CHURNED CUSTOMER"
"15308",4,"211","CHURNED CUSTOMER"
"15307",5,"311","NEW CUSTOMERS"
"15306",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15305",3,"111","CHURNED CUSTOMER"
"15304",10,"343","SLIPPING AWAY, CANNOT LOSE"
"15303",8,"233","POTENTIAL CHURNERS"
"15302",3,"111","CHURNED CUSTOMER"
"15301",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15300",6,"312","CANNOT BE DEFINED"
"15299",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15298",12,"444","LOYAL"
"15297",8,"422","ACTIVE"
"15296",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15295",3,"111","CHURNED CUSTOMER"
"15294",3,"111","CHURNED CUSTOMER"
"15293",3,"111","CHURNED CUSTOMER"
"15292",4,"211","CHURNED CUSTOMER"
"15291",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15290",12,"444","LOYAL"
"15289",9,"333","ACTIVE"
"15288",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15287",9,"432","ACTIVE"
"15286",5,"311","NEW CUSTOMERS"
"15285",3,"111","CHURNED CUSTOMER"
"15284",3,"111","CHURNED CUSTOMER"
"15283",5,"131","CANNOT BE DEFINED"
"15282",5,"122","CANNOT BE DEFINED"
"15281",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15280",6,"222","POTENTIAL CHURNERS"
"15279",8,"233","POTENTIAL CHURNERS"
"15278",6,"132","CHURNED CUSTOMER"
"15277",7,"322","POTENTIAL CHURNERS"
"15276",8,"332","ACTIVE"
"15275",6,"312","CANNOT BE DEFINED"
"15274",8,"422","ACTIVE"
"15273",3,"111","CHURNED CUSTOMER"
"15272",9,"333","ACTIVE"
"15271",12,"444","LOYAL"
"15270",12,"444","LOYAL"
"15269",10,"433","LOYAL"
"15268",6,"123","CHURNED CUSTOMER"
"15267",10,"433","LOYAL"
"15266",7,"232","CANNOT BE DEFINED"
"15265",9,"234","CANNOT BE DEFINED"
"15264",7,"322","POTENTIAL CHURNERS"
"15263",4,"211","CHURNED CUSTOMER"
"15262",7,"232","CANNOT BE DEFINED"
"15261",8,"233","POTENTIAL CHURNERS"
"15260",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15259",7,"133","SLIPPING AWAY, CANNOT LOSE"
"15258",6,"222","POTENTIAL CHURNERS"
"15257",6,"222","POTENTIAL CHURNERS"
"15256",5,"221","POTENTIAL CHURNERS"
"15255",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15254",7,"223","POTENTIAL CHURNERS"
"15253",11,"443","LOYAL"
"15252",9,"333","ACTIVE"
"15251",12,"444","LOYAL"
"15250",3,"111","CHURNED CUSTOMER"
"15249",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15248",6,"123","CHURNED CUSTOMER"
"15247",7,"223","POTENTIAL CHURNERS"
"15246",7,"232","CANNOT BE DEFINED"
"15245",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15244",8,"323","ACTIVE"
"15243",8,"323","ACTIVE"
"15242",3,"111","CHURNED CUSTOMER"
"15241",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15240",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15239",8,"422","ACTIVE"
"15238",8,"323","ACTIVE"
"15237",10,"433","LOYAL"
"15236",4,"211","CHURNED CUSTOMER"
"15235",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15234",4,"211","CHURNED CUSTOMER"
"15233",3,"111","CHURNED CUSTOMER"
"15232",6,"222","POTENTIAL CHURNERS"
"15231",3,"111","CHURNED CUSTOMER"
"15230",6,"222","POTENTIAL CHURNERS"
"15229",3,"111","CHURNED CUSTOMER"
"15228",10,"334","CANNOT BE DEFINED"
"15227",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15226",4,"211","CHURNED CUSTOMER"
"15225",5,"212","CHURNED CUSTOMER"
"15224",7,"232","CANNOT BE DEFINED"
"15223",8,"233","POTENTIAL CHURNERS"
"15222",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15221",9,"234","CANNOT BE DEFINED"
"15220",9,"333","ACTIVE"
"15219",6,"222","POTENTIAL CHURNERS"
"15218",12,"444","LOYAL"
"15217",4,"112","CHURNED CUSTOMER"
"15216",7,"322","POTENTIAL CHURNERS"
"15215",10,"334","CANNOT BE DEFINED"
"15214",11,"443","LOYAL"
"15213",5,"221","POTENTIAL CHURNERS"
"15212",5,"221","POTENTIAL CHURNERS"
"15211",8,"323","ACTIVE"
"15210",8,"233","POTENTIAL CHURNERS"
"15209",3,"111","CHURNED CUSTOMER"
"15208",10,"433","LOYAL"
"15207",6,"132","CHURNED CUSTOMER"
"15206",9,"432","ACTIVE"
"15205",7,"322","POTENTIAL CHURNERS"
"15204",4,"211","CHURNED CUSTOMER"
"15203",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15202",8,"134","SLIPPING AWAY, CANNOT LOSE"
"15201",10,"343","SLIPPING AWAY, CANNOT LOSE"
"15200",4,"112","CHURNED CUSTOMER"
"15199",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15198",8,"332","ACTIVE"
"15197",10,"433","LOYAL"
"15196",4,"121","CHURNED CUSTOMER"
"15195",9,"414","CANNOT BE DEFINED"
"15194",12,"444","LOYAL"
"15193",6,"312","CANNOT BE DEFINED"
"15192",8,"233","POTENTIAL CHURNERS"
"15191",5,"122","CANNOT BE DEFINED"
"15190",5,"122","CANNOT BE DEFINED"
"15189",12,"444","LOYAL"
"15188",3,"111","CHURNED CUSTOMER"
"15187",12,"444","LOYAL"
"15186",10,"433","LOYAL"
"15185",5,"311","NEW CUSTOMERS"
"15184",8,"332","ACTIVE"
"15183",5,"122","CANNOT BE DEFINED"
"15182",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15181",9,"333","ACTIVE"
"15180",7,"223","POTENTIAL CHURNERS"
"15179",12,"444","LOYAL"
"15178",4,"211","CHURNED CUSTOMER"
"15177",6,"123","CHURNED CUSTOMER"
"15176",6,"123","CHURNED CUSTOMER"
"15175",5,"311","NEW CUSTOMERS"
"15174",6,"222","POTENTIAL CHURNERS"
"15173",8,"143","SLIPPING AWAY, CANNOT LOSE"
"15172",10,"433","LOYAL"
"15171",6,"213","CANNOT BE DEFINED"
"15170",3,"111","CHURNED CUSTOMER"
"15169",5,"122","CANNOT BE DEFINED"
"15168",5,"311","NEW CUSTOMERS"
"15167",8,"233","POTENTIAL CHURNERS"
"15166",3,"111","CHURNED CUSTOMER"
"15165",7,"223","POTENTIAL CHURNERS"
"15164",10,"343","SLIPPING AWAY, CANNOT LOSE"
"15163",7,"421","NEW CUSTOMERS"
"15162",3,"111","CHURNED CUSTOMER"
"15161",3,"111","CHURNED CUSTOMER"
"15160",7,"232","CANNOT BE DEFINED"
"15159",12,"444","LOYAL"
"15158",7,"322","POTENTIAL CHURNERS"
"15157",11,"434","LOYAL"
"15156",9,"423","CANNOT BE DEFINED"
"15155",4,"112","CHURNED CUSTOMER"
"15154",9,"333","ACTIVE"
"15153",5,"311","NEW CUSTOMERS"
"15152",12,"444","LOYAL"
"15151",6,"123","CHURNED CUSTOMER"
"15150",12,"444","LOYAL"
"15149",8,"233","POTENTIAL CHURNERS"
"15148",6,"411","NEW CUSTOMERS"
"15147",5,"212","CHURNED CUSTOMER"
"15146",7,"223","POTENTIAL CHURNERS"
"15145",10,"433","LOYAL"
"15144",12,"444","LOYAL"
"15143",6,"222","POTENTIAL CHURNERS"
"15142",10,"334","CANNOT BE DEFINED"
"15141",8,"143","SLIPPING AWAY, CANNOT LOSE"
"15140",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15139",5,"221","POTENTIAL CHURNERS"
"15138",4,"112","CHURNED CUSTOMER"
"15137",5,"122","CANNOT BE DEFINED"
"15136",10,"433","LOYAL"
"15135",5,"221","POTENTIAL CHURNERS"
"15134",11,"443","LOYAL"
"15133",8,"233","POTENTIAL CHURNERS"
"15132",10,"433","LOYAL"
"15131",3,"111","CHURNED CUSTOMER"
"15130",4,"211","CHURNED CUSTOMER"
"15129",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15128",9,"333","ACTIVE"
"15127",7,"322","POTENTIAL CHURNERS"
"15126",5,"122","CANNOT BE DEFINED"
"15125",12,"444","LOYAL"
"15124",9,"432","ACTIVE"
"15123",11,"434","LOYAL"
"15122",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15121",7,"322","POTENTIAL CHURNERS"
"15120",6,"222","POTENTIAL CHURNERS"
"15119",4,"211","CHURNED CUSTOMER"
"15118",4,"211","CHURNED CUSTOMER"
"15117",12,"444","LOYAL"
"15116",10,"433","LOYAL"
"15115",8,"422","ACTIVE"
"15114",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15113",11,"434","LOYAL"
"15112",3,"111","CHURNED CUSTOMER"
"15111",10,"334","CANNOT BE DEFINED"
"15110",10,"433","LOYAL"
"15109",7,"223","POTENTIAL CHURNERS"
"15108",8,"233","POTENTIAL CHURNERS"
"15107",9,"243","CANNOT BE DEFINED"
"15106",10,"433","LOYAL"
"15105",12,"444","LOYAL"
"15104",7,"223","POTENTIAL CHURNERS"
"15103",7,"322","POTENTIAL CHURNERS"
"15102",5,"122","CANNOT BE DEFINED"
"15101",10,"433","LOYAL"
"15100",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15099",6,"312","CANNOT BE DEFINED"
"15098",9,"234","CANNOT BE DEFINED"
"15097",9,"423","CANNOT BE DEFINED"
"15096",5,"311","NEW CUSTOMERS"
"15095",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15094",4,"121","CHURNED CUSTOMER"
"15093",12,"444","LOYAL"
"15092",7,"232","CANNOT BE DEFINED"
"15091",8,"323","ACTIVE"
"15090",6,"222","POTENTIAL CHURNERS"
"15089",11,"434","LOYAL"
"15088",9,"423","CANNOT BE DEFINED"
"15087",4,"211","CHURNED CUSTOMER"
"15086",4,"121","CHURNED CUSTOMER"
"15085",3,"111","CHURNED CUSTOMER"
"15084",6,"123","CHURNED CUSTOMER"
"15083",4,"211","CHURNED CUSTOMER"
"15082",3,"111","CHURNED CUSTOMER"
"15081",11,"443","LOYAL"
"15080",5,"122","CANNOT BE DEFINED"
"15079",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15078",12,"444","LOYAL"
"15077",7,"124","CANNOT BE DEFINED"
"15076",8,"233","POTENTIAL CHURNERS"
"15075",6,"312","CANNOT BE DEFINED"
"15074",8,"233","POTENTIAL CHURNERS"
"15073",12,"444","LOYAL"
"15072",3,"111","CHURNED CUSTOMER"
"15071",9,"333","ACTIVE"
"15070",6,"222","POTENTIAL CHURNERS"
"15069",6,"213","CANNOT BE DEFINED"
"15068",9,"333","ACTIVE"
"15067",10,"334","CANNOT BE DEFINED"
"15066",7,"322","POTENTIAL CHURNERS"
"15065",10,"334","CANNOT BE DEFINED"
"15064",7,"133","SLIPPING AWAY, CANNOT LOSE"
"15063",6,"222","POTENTIAL CHURNERS"
"15062",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15061",12,"444","LOYAL"
"15060",8,"431","CANNOT BE DEFINED"
"15059",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15058",12,"444","LOYAL"
"15057",9,"234","CANNOT BE DEFINED"
"15056",3,"111","CHURNED CUSTOMER"
"15055",6,"132","CHURNED CUSTOMER"
"15054",7,"421","NEW CUSTOMERS"
"15053",8,"422","ACTIVE"
"15052",4,"211","CHURNED CUSTOMER"
"15051",12,"444","LOYAL"
"15050",11,"434","LOYAL"
"15049",4,"211","CHURNED CUSTOMER"
"15048",8,"332","ACTIVE"
"15047",4,"211","CHURNED CUSTOMER"
"15046",12,"444","LOYAL"
"15045",6,"222","POTENTIAL CHURNERS"
"15044",12,"444","LOYAL"
"15043",10,"334","CANNOT BE DEFINED"
"15042",5,"221","POTENTIAL CHURNERS"
"15041",5,"221","POTENTIAL CHURNERS"
"15040",3,"111","CHURNED CUSTOMER"
"15039",12,"444","LOYAL"
"15038",10,"343","SLIPPING AWAY, CANNOT LOSE"
"15037",6,"222","POTENTIAL CHURNERS"
"15036",7,"322","POTENTIAL CHURNERS"
"15035",5,"311","NEW CUSTOMERS"
"15034",12,"444","LOYAL"
"15033",12,"444","LOYAL"
"15032",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15031",12,"444","LOYAL"
"15030",10,"343","SLIPPING AWAY, CANNOT LOSE"
"15029",5,"122","CANNOT BE DEFINED"
"15028",10,"433","LOYAL"
"15027",11,"344","SLIPPING AWAY, CANNOT LOSE"
"15026",9,"333","ACTIVE"
"15025",8,"323","ACTIVE"
"15024",12,"444","LOYAL"
"15023",12,"444","LOYAL"
"15022",10,"433","LOYAL"
"15021",12,"444","LOYAL"
"15020",4,"211","CHURNED CUSTOMER"
"15019",4,"211","CHURNED CUSTOMER"
"15018",7,"322","POTENTIAL CHURNERS"
"15017",5,"311","NEW CUSTOMERS"
"15016",7,"232","CANNOT BE DEFINED"
"15015",9,"144","SLIPPING AWAY, CANNOT LOSE"
"15014",6,"321","ACTIVE"
"15013",8,"143","SLIPPING AWAY, CANNOT LOSE"
"15012",7,"322","POTENTIAL CHURNERS"
"15011",5,"122","CANNOT BE DEFINED"
"15010",5,"311","NEW CUSTOMERS"
"15009",10,"433","LOYAL"
"15008",5,"122","CANNOT BE DEFINED"
"15007",4,"211","CHURNED CUSTOMER"
"15006",7,"322","POTENTIAL CHURNERS"
"15005",12,"444","LOYAL"
"15004",6,"213","CANNOT BE DEFINED"
"15003",7,"133","SLIPPING AWAY, CANNOT LOSE"
"15002",10,"244","SLIPPING AWAY, CANNOT LOSE"
"15001",4,"121","CHURNED CUSTOMER"
"15000",6,"312","CANNOT BE DEFINED"
"14999",3,"111","CHURNED CUSTOMER"
"14998",7,"232","CANNOT BE DEFINED"
"14997",8,"332","ACTIVE"
"14996",5,"122","CANNOT BE DEFINED"
"14995",6,"321","ACTIVE"
"14994",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14993",3,"111","CHURNED CUSTOMER"
"14992",3,"111","CHURNED CUSTOMER"
"14991",3,"111","CHURNED CUSTOMER"
"14990",4,"121","CHURNED CUSTOMER"
"14989",3,"111","CHURNED CUSTOMER"
"14988",9,"243","CANNOT BE DEFINED"
"14987",11,"443","LOYAL"
"14986",6,"222","POTENTIAL CHURNERS"
"14985",5,"221","POTENTIAL CHURNERS"
"14984",10,"433","LOYAL"
"14983",3,"111","CHURNED CUSTOMER"
"14982",3,"111","CHURNED CUSTOMER"
"14981",6,"222","POTENTIAL CHURNERS"
"14980",3,"111","CHURNED CUSTOMER"
"14979",4,"112","CHURNED CUSTOMER"
"14978",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14977",3,"111","CHURNED CUSTOMER"
"14976",9,"342","CANNOT BE DEFINED"
"14975",7,"322","POTENTIAL CHURNERS"
"14974",5,"311","NEW CUSTOMERS"
"14973",8,"233","POTENTIAL CHURNERS"
"14972",5,"221","POTENTIAL CHURNERS"
"14971",9,"333","ACTIVE"
"14970",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14969",6,"123","CHURNED CUSTOMER"
"14968",7,"322","POTENTIAL CHURNERS"
"14967",9,"333","ACTIVE"
"14966",10,"433","LOYAL"
"14965",6,"222","POTENTIAL CHURNERS"
"14964",4,"211","CHURNED CUSTOMER"
"14963",12,"444","LOYAL"
"14962",7,"232","CANNOT BE DEFINED"
"14961",12,"444","LOYAL"
"14960",7,"421","NEW CUSTOMERS"
"14959",8,"332","ACTIVE"
"14958",8,"233","POTENTIAL CHURNERS"
"14957",5,"221","POTENTIAL CHURNERS"
"14956",5,"113","CANNOT BE DEFINED"
"14955",3,"111","CHURNED CUSTOMER"
"14954",8,"422","ACTIVE"
"14953",10,"433","LOYAL"
"14952",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14951",5,"311","NEW CUSTOMERS"
"14950",8,"422","ACTIVE"
"14949",6,"132","CHURNED CUSTOMER"
"14948",10,"433","LOYAL"
"14947",9,"333","ACTIVE"
"14946",6,"411","NEW CUSTOMERS"
"14945",3,"111","CHURNED CUSTOMER"
"14944",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14943",3,"111","CHURNED CUSTOMER"
"14942",6,"132","CHURNED CUSTOMER"
"14941",3,"111","CHURNED CUSTOMER"
"14940",5,"122","CANNOT BE DEFINED"
"14938",7,"124","CANNOT BE DEFINED"
"14937",9,"333","ACTIVE"
"14936",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14935",8,"224","CANNOT BE DEFINED"
"14934",10,"334","CANNOT BE DEFINED"
"14933",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14932",7,"223","POTENTIAL CHURNERS"
"14931",10,"433","LOYAL"
"14930",9,"234","CANNOT BE DEFINED"
"14929",7,"322","POTENTIAL CHURNERS"
"14928",3,"111","CHURNED CUSTOMER"
"14927",3,"111","CHURNED CUSTOMER"
"14926",5,"122","CANNOT BE DEFINED"
"14924",7,"223","POTENTIAL CHURNERS"
"14923",6,"312","CANNOT BE DEFINED"
"14922",5,"122","CANNOT BE DEFINED"
"14921",8,"323","ACTIVE"
"14920",8,"233","POTENTIAL CHURNERS"
"14919",5,"122","CANNOT BE DEFINED"
"14918",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14917",6,"123","CHURNED CUSTOMER"
"14916",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14915",10,"343","SLIPPING AWAY, CANNOT LOSE"
"14913",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14912",10,"433","LOYAL"
"14911",12,"444","LOYAL"
"14910",9,"432","ACTIVE"
"14909",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14908",7,"322","POTENTIAL CHURNERS"
"14907",12,"444","LOYAL"
"14906",3,"111","CHURNED CUSTOMER"
"14905",9,"243","CANNOT BE DEFINED"
"14904",10,"433","LOYAL"
"14903",11,"434","LOYAL"
"14902",8,"323","ACTIVE"
"14901",11,"443","LOYAL"
"14900",4,"121","CHURNED CUSTOMER"
"14899",5,"113","CANNOT BE DEFINED"
"14898",12,"444","LOYAL"
"14897",12,"444","LOYAL"
"14896",9,"243","CANNOT BE DEFINED"
"14895",12,"444","LOYAL"
"14894",9,"333","ACTIVE"
"14893",9,"423","CANNOT BE DEFINED"
"14892",3,"111","CHURNED CUSTOMER"
"14891",8,"233","POTENTIAL CHURNERS"
"14890",6,"222","POTENTIAL CHURNERS"
"14889",4,"211","CHURNED CUSTOMER"
"14888",6,"222","POTENTIAL CHURNERS"
"14887",7,"313","CANNOT BE DEFINED"
"14886",6,"222","POTENTIAL CHURNERS"
"14885",8,"233","POTENTIAL CHURNERS"
"14884",3,"111","CHURNED CUSTOMER"
"14883",9,"432","ACTIVE"
"14882",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14881",6,"411","NEW CUSTOMERS"
"14880",7,"322","POTENTIAL CHURNERS"
"14879",3,"111","CHURNED CUSTOMER"
"14878",12,"444","LOYAL"
"14877",5,"122","CANNOT BE DEFINED"
"14876",4,"121","CHURNED CUSTOMER"
"14875",9,"234","CANNOT BE DEFINED"
"14874",3,"111","CHURNED CUSTOMER"
"14873",6,"222","POTENTIAL CHURNERS"
"14872",5,"122","CANNOT BE DEFINED"
"14871",11,"443","LOYAL"
"14870",8,"233","POTENTIAL CHURNERS"
"14869",11,"434","LOYAL"
"14868",12,"444","LOYAL"
"14867",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14866",12,"444","LOYAL"
"14865",8,"431","CANNOT BE DEFINED"
"14863",5,"311","NEW CUSTOMERS"
"14862",7,"322","POTENTIAL CHURNERS"
"14861",10,"343","SLIPPING AWAY, CANNOT LOSE"
"14860",6,"411","NEW CUSTOMERS"
"14859",10,"433","LOYAL"
"14858",3,"111","CHURNED CUSTOMER"
"14857",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14856",9,"333","ACTIVE"
"14855",9,"234","CANNOT BE DEFINED"
"14854",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14853",10,"433","LOYAL"
"14852",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14851",8,"422","ACTIVE"
"14850",9,"243","CANNOT BE DEFINED"
"14849",12,"444","LOYAL"
"14848",3,"111","CHURNED CUSTOMER"
"14847",8,"233","POTENTIAL CHURNERS"
"14846",4,"112","CHURNED CUSTOMER"
"14845",3,"111","CHURNED CUSTOMER"
"14844",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14843",3,"111","CHURNED CUSTOMER"
"14842",10,"334","CANNOT BE DEFINED"
"14841",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14840",6,"222","POTENTIAL CHURNERS"
"14839",6,"123","CHURNED CUSTOMER"
"14838",5,"122","CANNOT BE DEFINED"
"14837",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14836",8,"431","CANNOT BE DEFINED"
"14835",4,"121","CHURNED CUSTOMER"
"14834",10,"433","LOYAL"
"14833",3,"111","CHURNED CUSTOMER"
"14832",3,"111","CHURNED CUSTOMER"
"14831",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14830",5,"311","NEW CUSTOMERS"
"14829",10,"343","SLIPPING AWAY, CANNOT LOSE"
"14828",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14827",3,"111","CHURNED CUSTOMER"
"14826",5,"122","CANNOT BE DEFINED"
"14825",12,"444","LOYAL"
"14824",12,"444","LOYAL"
"14823",5,"221","POTENTIAL CHURNERS"
"14822",3,"111","CHURNED CUSTOMER"
"14821",9,"243","CANNOT BE DEFINED"
"14820",11,"443","LOYAL"
"14819",8,"332","ACTIVE"
"14818",9,"333","ACTIVE"
"14817",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14816",4,"211","CHURNED CUSTOMER"
"14815",7,"322","POTENTIAL CHURNERS"
"14814",3,"111","CHURNED CUSTOMER"
"14813",8,"233","POTENTIAL CHURNERS"
"14812",3,"111","CHURNED CUSTOMER"
"14811",3,"111","CHURNED CUSTOMER"
"14810",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14809",5,"122","CANNOT BE DEFINED"
"14808",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14807",5,"122","CANNOT BE DEFINED"
"14806",6,"321","ACTIVE"
"14805",11,"443","LOYAL"
"14804",8,"422","ACTIVE"
"14803",6,"222","POTENTIAL CHURNERS"
"14802",6,"123","CHURNED CUSTOMER"
"14801",5,"311","NEW CUSTOMERS"
"14800",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14799",6,"321","ACTIVE"
"14798",9,"342","CANNOT BE DEFINED"
"14797",3,"111","CHURNED CUSTOMER"
"14796",12,"444","LOYAL"
"14795",4,"211","CHURNED CUSTOMER"
"14794",11,"443","LOYAL"
"14793",8,"422","ACTIVE"
"14792",5,"311","NEW CUSTOMERS"
"14791",3,"111","CHURNED CUSTOMER"
"14790",12,"444","LOYAL"
"14789",5,"311","NEW CUSTOMERS"
"14788",10,"433","LOYAL"
"14787",4,"121","CHURNED CUSTOMER"
"14786",3,"111","CHURNED CUSTOMER"
"14785",7,"421","NEW CUSTOMERS"
"14784",7,"322","POTENTIAL CHURNERS"
"14783",3,"111","CHURNED CUSTOMER"
"14782",4,"211","CHURNED CUSTOMER"
"14780",7,"322","POTENTIAL CHURNERS"
"14779",7,"232","CANNOT BE DEFINED"
"14778",6,"222","POTENTIAL CHURNERS"
"14777",3,"111","CHURNED CUSTOMER"
"14776",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14775",9,"333","ACTIVE"
"14774",3,"111","CHURNED CUSTOMER"
"14773",3,"111","CHURNED CUSTOMER"
"14772",4,"211","CHURNED CUSTOMER"
"14771",5,"122","CANNOT BE DEFINED"
"14770",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14769",12,"444","LOYAL"
"14768",7,"421","NEW CUSTOMERS"
"14767",4,"112","CHURNED CUSTOMER"
"14766",12,"444","LOYAL"
"14765",7,"331","NEW CUSTOMERS"
"14764",5,"311","NEW CUSTOMERS"
"14762",6,"222","POTENTIAL CHURNERS"
"14761",7,"322","POTENTIAL CHURNERS"
"14760",4,"211","CHURNED CUSTOMER"
"14759",10,"433","LOYAL"
"14758",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14757",6,"312","CANNOT BE DEFINED"
"14756",11,"434","LOYAL"
"14755",12,"444","LOYAL"
"14754",9,"333","ACTIVE"
"14753",7,"322","POTENTIAL CHURNERS"
"14752",6,"312","CANNOT BE DEFINED"
"14751",4,"121","CHURNED CUSTOMER"
"14750",4,"121","CHURNED CUSTOMER"
"14749",3,"111","CHURNED CUSTOMER"
"14748",11,"344","SLIPPING AWAY, CANNOT LOSE"
"14747",4,"211","CHURNED CUSTOMER"
"14746",6,"132","CHURNED CUSTOMER"
"14745",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14744",12,"444","LOYAL"
"14743",3,"111","CHURNED CUSTOMER"
"14742",4,"112","CHURNED CUSTOMER"
"14741",11,"443","LOYAL"
"14740",10,"244","SLIPPING AWAY, CANNOT LOSE"
"14739",12,"444","LOYAL"
"14738",10,"343","SLIPPING AWAY, CANNOT LOSE"
"14737",11,"434","LOYAL"
"14736",5,"122","CANNOT BE DEFINED"
"14735",12,"444","LOYAL"
"14734",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14733",12,"444","LOYAL"
"14732",12,"444","LOYAL"
"14731",7,"322","POTENTIAL CHURNERS"
"14730",11,"443","LOYAL"
"14729",7,"223","POTENTIAL CHURNERS"
"14728",3,"111","CHURNED CUSTOMER"
"14727",6,"222","POTENTIAL CHURNERS"
"14726",3,"111","CHURNED CUSTOMER"
"14725",10,"433","LOYAL"
"14724",3,"111","CHURNED CUSTOMER"
"14723",11,"443","LOYAL"
"14722",7,"232","CANNOT BE DEFINED"
"14721",4,"211","CHURNED CUSTOMER"
"14720",8,"422","ACTIVE"
"14719",10,"433","LOYAL"
"14718",3,"111","CHURNED CUSTOMER"
"14717",3,"111","CHURNED CUSTOMER"
"14716",7,"322","POTENTIAL CHURNERS"
"14715",11,"443","LOYAL"
"14714",10,"433","LOYAL"
"14713",12,"444","LOYAL"
"14712",9,"333","ACTIVE"
"14711",12,"444","LOYAL"
"14710",11,"443","LOYAL"
"14709",12,"444","LOYAL"
"14708",10,"433","LOYAL"
"14707",4,"121","CHURNED CUSTOMER"
"14706",4,"112","CHURNED CUSTOMER"
"14705",4,"211","CHURNED CUSTOMER"
"14704",11,"443","LOYAL"
"14703",6,"411","NEW CUSTOMERS"
"14702",12,"444","LOYAL"
"14701",12,"444","LOYAL"
"14700",10,"334","CANNOT BE DEFINED"
"14699",7,"232","CANNOT BE DEFINED"
"14698",10,"433","LOYAL"
"14697",5,"221","POTENTIAL CHURNERS"
"14696",12,"444","LOYAL"
"14695",7,"133","SLIPPING AWAY, CANNOT LOSE"
"14694",3,"111","CHURNED CUSTOMER"
"14693",9,"243","CANNOT BE DEFINED"
"14692",9,"243","CANNOT BE DEFINED"
"14691",9,"333","ACTIVE"
"14690",8,"332","ACTIVE"
"14689",5,"221","POTENTIAL CHURNERS"
"14688",12,"444","LOYAL"
"14687",8,"233","POTENTIAL CHURNERS"
